VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2016-03-01 00:00:46,2016-03-01 00:10:17,1,-73.97566986083984,40.75677108764648,1,N,-73.98316192626953,40.766883850097656,1,8.0,0.5,0.5,2.32,0.0,0.3,11.62
2,2016-03-01 00:00:47,2016-03-01 00:38:12,2,-73.79023742675781,40.644039154052734,2,N,-73.96041107177734,40.81586837768555,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
1,2016-03-01 00:00:49,2016-03-01 00:13:29,4,-73.98733520507811,40.73789978027344,1,N,-73.9833755493164,40.76454162597656,1,11.0,0.5,0.5,3.07,0.0,0.3,15.37
2,2016-03-01 00:00:49,2016-03-01 00:15:35,6,-73.99696350097656,40.72977828979492,1,N,-73.99897003173827,40.76095962524414,1,13.0,0.5,0.5,1.0,0.0,0.3,15.3
1,2016-03-01 00:00:50,2016-03-01 00:13:35,1,-73.99159240722656,40.72639465332031,1,N,-73.95220947265625,40.74953079223633,2,14.0,0.5,0.5,0.0,0.0,0.3,15.3
1,2016-03-01 00:00:50,2016-03-01 00:01:40,2,-73.98856353759764,40.74924087524414,1,N,-73.98527526855469,40.75021362304688,2,3.0,0.5,0.5,0.0,0.0,0.3,4.3
2,2016-03-01 00:00:51,2016-03-01 00:12:14,1,-73.98783874511719,40.74422073364258,1,N,-73.97911834716798,40.71376419067384,1,12.0,0.5,0.5,3.32,0.0,0.3,16.62
2,2016-03-01 00:00:51,2016-03-01 00:18:40,5,-73.98805236816406,40.759647369384766,1,N,-73.93750762939453,40.839393615722656,1,24.5,0.5,0.5,5.16,0.0,0.3,30.96
1,2016-03-01 00:00:52,2016-03-01 00:12:24,1,-73.98555755615233,40.74190521240234,1,N,-73.95589447021484,40.77460479736328,1,11.5,0.5,0.5,2.55,0.0,0.3,15.35
1,2016-03-01 00:00:52,2016-03-01 00:33:57,1,-73.96387481689453,40.808197021484375,1,N,-73.95819091796875,40.71068954467773,1,33.0,0.5,0.5,5.0,0.0,0.3,39.3
2,2016-03-01 00:00:52,2016-03-01 00:04:52,1,-73.97466278076173,40.75336837768555,1,N,-73.9875717163086,40.74724960327149,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16
1,2016-03-01 00:00:54,2016-03-01 00:23:42,2,-73.97673034667967,40.78847503662109,1,N,-73.86046600341797,40.8335189819336,2,27.5,0.5,0.5,0.0,0.0,0.3,28.8
1,2016-03-01 00:00:54,2016-03-01 00:04:23,1,-73.9911880493164,40.72389602661133,1,N,-73.99319458007811,40.716602325439446,1,4.5,0.5,0.5,1.15,0.0,0.3,6.95
1,2016-03-01 00:00:55,2016-03-01 00:03:06,1,-73.98664093017578,40.76170349121094,1,N,-73.98216247558594,40.77064514160156,1,4.0,0.5,0.5,2.0,0.0,0.3,7.3
1,2016-03-01 00:00:55,2016-03-01 00:36:57,1,-73.78217315673827,40.64477157592773,2,N,-73.9852294921875,40.78030776977539,1,52.0,0.0,0.5,7.0,0.0,0.3,59.8
1,2016-03-01 00:00:56,2016-03-01 00:04:42,1,-73.97136688232422,40.7578125,1,N,-73.97218322753906,40.74972915649414,1,5.0,0.5,0.5,2.0,0.0,0.3,8.3
2,2016-03-01 00:00:56,2016-03-01 00:06:49,1,-73.98297882080078,40.7447395324707,1,N,-73.99188232421875,40.7265510559082,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96
2,2016-03-01 00:00:56,2016-03-01 00:04:43,1,-73.96846771240233,40.75896835327149,1,N,-73.96259307861328,40.76401138305664,1,4.5,0.5,0.5,1.16,0.0,0.3,6.96
2,2016-03-01 00:00:56,2016-03-01 00:11:41,1,-73.97588348388672,40.76015853881836,1,N,-74.00469207763672,40.73810958862305,1,10.5,0.5,0.5,2.95,0.0,0.3,14.75
2,2016-03-01 00:00:58,2016-03-01 00:29:56,6,-73.99207305908203,40.749942779541016,1,N,-73.9378662109375,40.69880676269531,1,23.5,0.5,0.5,6.2,0.0,0.3,31.0
1,2016-03-01 00:00:59,2016-03-01 00:08:49,1,-73.96805572509764,40.759368896484375,1,N,-73.98141479492188,40.76885223388672,1,7.0,0.5,0.5,1.65,0.0,0.3,9.95
2,2016-03-01 00:00:59,2016-03-01 00:02:44,1,-73.99978637695312,40.721900939941406,1,N,-73.9949722290039,40.71852111816406,1,3.5,0.5,0.5,0.96,0.0,0.3,5.76
2,2016-03-01 00:01:00,2016-03-01 00:29:41,1,-73.93865966796875,40.845458984375,1,N,-73.92498016357422,40.74037551879882,1,31.5,0.5,0.5,7.67,5.54,0.3,46.01
2,2016-03-01 00:01:00,2016-03-01 00:02:36,1,-73.9625473022461,40.7700080871582,1,N,-73.96636199951173,40.76784133911133,1,3.5,0.5,0.5,0.96,0.0,0.3,5.76
2,2016-03-01 00:01:01,2016-03-01 00:21:06,3,-73.97431182861328,40.76211166381836,1,N,-73.90825653076173,40.84886932373047,1,27.0,0.5,0.5,1.7,0.0,0.3,30.0
2,2016-03-01 00:01:01,2016-03-01 00:08:01,1,-73.87437438964845,40.773792266845696,1,N,-73.92630004882812,40.7636604309082,1,11.5,0.5,0.5,2.56,0.0,0.3,15.36
2,2016-03-01 00:01:01,2016-03-01 00:08:12,5,-73.94454956054686,40.79460525512695,1,N,-73.9467544555664,40.780460357666016,1,7.5,0.5,0.5,0.0,0.0,0.3,8.8
2,2016-03-01 00:01:02,2016-03-01 00:12:03,1,-73.99138641357422,40.735061645507805,1,N,-73.95474243164062,40.777679443359375,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3
1,2016-03-01 00:01:03,2016-03-01 00:05:11,1,-73.99156951904298,40.71707534790039,1,N,-73.98078155517578,40.722480773925774,1,5.0,0.5,0.5,1.25,0.0,0.3,7.55
1,2016-03-01 00:01:03,2016-03-01 00:06:34,1,-73.98426818847656,40.73038864135742,1,N,-73.97920227050781,40.7236328125,1,6.0,0.5,0.5,1.45,0.0,0.3,8.75
2,2016-03-01 00:01:03,2016-03-01 00:07:10,4,-73.96935272216798,40.75825119018555,1,N,-73.98725128173827,40.74861145019531,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96
2,2016-03-01 00:01:03,2016-03-01 00:10:19,2,-73.97924041748048,40.75323867797852,1,N,-74.00267028808594,40.73122024536133,1,9.5,0.5,0.5,3.24,0.0,0.3,14.04
2,2016-03-01 00:01:04,2016-03-01 00:14:26,6,-73.98872375488281,40.72288131713867,1,N,-74.00626373291014,40.733619689941406,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8
1,2016-03-01 00:01:05,2016-03-01 00:07:33,1,-73.99185943603516,40.749000549316406,1,N,-73.97708129882812,40.7354621887207,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96
2,2016-03-01 00:01:05,2016-03-01 00:19:55,1,-73.98748016357422,40.755569458007805,1,N,-73.92626953125,40.76604843139648,1,18.0,0.5,0.5,4.82,0.0,0.3,24.12
2,2016-03-01 00:01:05,2016-03-01 00:09:45,1,-74.00754547119139,40.748321533203125,1,N,-74.00678253173827,40.715835571289055,1,9.5,0.5,0.5,1.5,0.0,0.3,12.3
1,2016-03-01 00:01:06,2016-03-01 00:32:41,1,-73.77679443359375,40.64554977416992,2,N,-73.99532318115233,40.72319793701172,1,52.0,0.0,0.5,10.55,0.0,0.3,63.35
1,2016-03-01 00:01:06,2016-03-01 00:13:53,1,-73.97843933105469,40.76298141479492,1,N,-73.96489715576173,40.80103302001953,1,12.5,0.5,0.5,2.75,0.0,0.3,16.55
1,2016-03-01 00:01:06,2016-03-01 00:14:41,1,-73.98702239990233,40.75537490844727,1,N,-73.9505844116211,40.77481842041016,1,12.5,0.5,0.5,3.45,0.0,0.3,17.25
2,2016-03-10 07:07:10,2016-03-10 07:12:27,1,-73.98818969726561,40.74898910522461,1,N,-73.98542785644531,40.7602996826172,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
2,2016-03-10 07:07:10,2016-03-10 07:22:51,2,-73.98011779785155,40.7224006652832,1,N,-74.00399780273438,40.750919342041016,1,13.0,0.0,0.5,1.5,0.0,0.3,15.3
2,2016-03-10 07:07:11,2016-03-10 07:13:43,2,-73.9984130859375,40.73535919189453,1,N,-73.97775268554686,40.760059356689446,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16
2,2016-03-10 07:07:11,2016-03-10 07:22:53,1,-74.01515960693358,40.7165412902832,1,N,-73.9827423095703,40.762500762939446,2,15.5,0.0,0.5,0.0,0.0,0.3,16.3
2,2016-03-10 07:07:11,2016-03-10 07:30:10,1,-73.91806793212889,40.765419006347656,1,N,-73.78971099853516,40.67298126220703,2,33.0,0.0,0.5,0.0,0.0,0.3,33.8
2,2016-03-10 07:07:12,2016-03-10 07:15:03,5,-73.99602508544923,40.75871658325195,1,N,-73.98077392578125,40.75705337524414,1,7.0,0.0,0.5,1.95,0.0,0.3,9.75
2,2016-03-10 07:07:12,2016-03-10 07:13:36,1,-73.9866485595703,40.75933837890625,1,N,-73.98098754882812,40.774070739746094,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
2,2016-03-10 07:07:14,2016-03-10 07:15:24,3,-73.95274353027344,40.783485412597656,1,N,-73.97503662109375,40.75341796875,1,9.0,0.0,0.5,2.0,0.0,0.3,11.8
2,2016-03-10 07:07:14,2016-03-10 07:11:51,1,-73.95843505859375,40.778316497802734,1,N,-73.95966339111328,40.77129364013672,1,5.0,0.0,0.5,1.45,0.0,0.3,7.25
2,2016-03-10 07:07:15,2016-03-10 07:12:30,1,-73.99033355712889,40.756107330322266,1,N,-73.98086547851561,40.75934219360352,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56
2,2016-03-10 07:07:15,2016-03-10 07:22:18,1,-73.98806762695312,40.72818374633789,1,N,-74.00598907470702,40.70589065551758,1,11.5,0.0,0.5,3.08,0.0,0.3,15.38
2,2016-03-10 07:07:15,2016-03-10 07:15:58,1,-73.94994354248048,40.77195358276367,1,N,-73.97173309326173,40.750396728515625,1,9.5,0.0,0.5,0.0,0.0,0.3,10.3
2,2016-03-10 07:07:18,2016-03-10 07:09:14,1,-73.94476318359375,40.780311584472656,1,N,-73.94895935058594,40.773601531982415,2,3.5,0.0,0.5,0.0,0.0,0.3,4.3
2,2016-03-10 07:07:18,2016-03-10 07:11:25,1,-73.96199798583984,40.80044174194336,1,N,-73.97392272949219,40.79201126098633,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56
2,2016-03-10 07:07:18,2016-03-10 07:12:07,1,-73.9822998046875,40.74002456665039,1,N,-73.97542572021484,40.75529098510742,1,6.0,0.0,0.5,1.7,0.0,0.3,8.5
2,2016-03-10 07:07:18,2016-03-10 07:11:11,1,-74.01773071289062,40.70938873291016,1,N,-74.0045166015625,40.70647048950195,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
2,2016-03-10 07:07:18,2016-03-10 07:33:23,1,-73.9766845703125,40.75152206420898,1,N,-73.99876403808595,40.714012145996094,1,18.5,0.0,0.5,4.82,0.0,0.3,24.12
2,2016-03-10 07:07:19,2016-03-10 07:25:24,1,-73.9874267578125,40.77595901489258,1,N,-74.01006317138672,40.72108840942384,1,16.0,0.0,0.5,2.0,0.0,0.3,18.8
2,2016-03-10 07:07:19,2016-03-10 07:26:17,1,-73.97806549072266,40.75496673583984,1,N,-74.01486206054686,40.714702606201165,1,22.0,0.0,0.5,4.56,0.0,0.3,27.36
2,2016-03-10 07:07:20,2016-03-10 07:10:46,1,-74.0042495727539,40.74686813354492,1,N,-74.00865173339844,40.73810958862305,1,5.0,0.0,0.5,1.0,0.0,0.3,6.8
2,2016-03-10 07:07:21,2016-03-10 07:15:08,1,-73.98580169677734,40.72288513183594,1,N,-73.99494171142578,40.73564147949219,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96
2,2016-03-10 07:07:21,2016-03-10 07:14:03,1,-73.99581146240233,40.73315048217773,1,N,-73.98004913330078,40.76021957397461,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16
2,2016-03-10 07:07:22,2016-03-10 07:15:43,2,-73.98554229736328,40.769241333007805,1,N,-73.98446655273438,40.75156021118164,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56
2,2016-03-10 07:07:22,2016-03-10 07:15:45,5,-73.9973907470703,40.74166870117188,1,N,-74.01339721679686,40.71514892578125,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36
2,2016-03-10 07:07:22,2016-03-10 07:20:43,2,-73.98133850097656,40.78073120117188,1,N,-73.97422027587889,40.75695037841797,1,11.0,0.0,0.5,1.5,0.0,0.3,13.3
2,2016-03-10 07:07:23,2016-03-10 07:23:04,1,-73.9527816772461,40.803340911865234,1,N,-73.9920196533203,40.76430130004882,2,14.0,0.0,0.5,0.0,0.0,0.3,14.8
2,2016-03-10 07:07:23,2016-03-10 07:13:08,1,-73.9988021850586,40.73992156982422,1,N,-73.98660278320312,40.74266815185546,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
2,2016-03-10 07:07:24,2016-03-10 07:14:09,1,-73.99138641357422,40.749210357666016,1,N,-73.9769287109375,40.75509643554688,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8
2,2016-03-10 07:07:25,2016-03-10 07:13:56,1,-73.98137664794923,40.752811431884766,1,N,-73.97528839111328,40.75979995727539,1,6.5,0.0,0.5,1.82,0.0,0.3,9.12
2,2016-03-10 07:07:26,2016-03-10 07:14:30,1,-73.95368957519531,40.78805160522461,1,N,-73.93907165527342,40.80487060546875,1,7.5,0.0,0.5,2.08,0.0,0.3,10.38
2,2016-03-10 07:07:28,2016-03-10 07:18:23,1,-73.98345947265625,40.76500701904297,1,N,-73.98790740966798,40.76985549926758,1,7.5,0.0,0.5,2.49,0.0,0.3,10.79
2,2016-03-10 07:07:28,2016-03-10 07:10:18,1,-74.0062484741211,40.73366165161133,1,N,-74.00733947753906,40.74266815185546,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3
2,2016-03-10 07:07:28,2016-03-10 07:29:32,1,-73.91226959228516,40.74596786499024,1,N,-73.9603042602539,40.77732849121094,2,19.5,0.0,0.5,0.0,0.0,0.3,20.3
2,2016-03-10 07:07:28,2016-03-10 07:13:51,1,-74.0046615600586,40.74877166748047,1,N,-73.98838043212889,40.74889755249024,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
2,2016-03-10 07:07:29,2016-03-10 07:12:27,2,-73.98287200927734,40.73890686035156,1,N,-73.98768615722656,40.750591278076165,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16
2,2016-03-10 07:07:30,2016-03-10 07:20:10,3,-73.97502136230467,40.78274917602539,1,N,-73.9756317138672,40.75366973876953,2,11.5,0.0,0.5,0.0,0.0,0.3,12.3
2,2016-03-10 07:07:30,2016-03-10 07:19:59,3,-73.98881530761719,40.73104095458984,1,N,-73.97274780273438,40.761505126953125,1,11.5,0.0,0.5,2.46,0.0,0.3,14.76
2,2016-03-10 07:07:30,2016-03-10 07:09:15,1,-73.95759582519531,40.774051666259766,1,N,-73.95391082763672,40.77906036376953,2,3.5,0.0,0.5,0.0,0.0,0.3,4.3
2,2016-03-10 07:07:30,2016-03-10 07:15:21,1,-73.9492645263672,40.823066711425774,1,N,-73.95075225830078,40.80657196044922,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
2,2016-03-10 07:07:31,2016-03-10 07:10:22,1,-73.97936248779298,40.743839263916016,1,N,-73.97264862060547,40.75313949584961,1,4.5,0.0,0.5,0.5,0.0,0.3,5.8
2,2016-03-10 07:07:32,2016-03-10 07:16:08,1,-73.97126007080078,40.79787826538086,1,N,-73.95861053466798,40.7840232849121,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16
2,2016-03-10 07:07:32,2016-03-10 07:12:57,1,-73.99180603027342,40.72942352294922,1,N,-74.00135803222656,40.73709487915039,1,5.5,0.0,0.5,2.0,0.0,0.3,8.3
2,2016-03-10 07:07:32,2016-03-10 07:23:35,5,-73.99093627929686,40.75048828125,5,N,-74.03489685058594,40.72713088989258,1,50.0,0.0,0.5,12.7,0.0,0.3,63.5
2,2016-03-10 07:07:32,2016-03-10 07:09:04,5,-73.96304321289062,40.75697708129882,1,N,-73.97039031982422,40.75946044921875,1,3.5,0.0,0.5,0.86,0.0,0.3,5.16
2,2016-03-10 07:07:33,2016-03-10 07:09:31,1,-74.00637817382812,40.70582962036133,1,N,-74.0112075805664,40.703140258789055,1,3.5,0.0,0.5,0.86,0.0,0.3,5.16
2,2016-03-10 07:07:35,2016-03-10 08:16:26,1,-73.78924560546875,40.64341735839844,2,N,-73.99181365966798,40.75008773803711,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
2,2016-03-10 07:07:35,2016-03-10 07:15:37,2,-73.97659301757811,40.74388122558594,1,N,-73.9963607788086,40.725830078125,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
2,2016-03-10 07:07:35,2016-03-10 07:15:15,5,-73.9794921875,40.77145004272461,1,N,-73.97476959228516,40.76071548461913,1,7.0,0.0,0.5,1.2,0.0,0.3,9.0
2,2016-03-10 07:07:35,2016-03-10 07:13:59,1,-73.97985076904298,40.776180267333984,1,N,-73.96357727050781,40.77413558959961,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36
2,2016-03-10 07:07:36,2016-03-10 07:11:57,6,-73.99677276611328,40.7373161315918,1,N,-73.98577117919923,40.7443733215332,1,5.5,0.0,0.5,1.0,0.0,0.3,7.3
2,2016-03-10 07:07:36,2016-03-10 07:25:36,1,-73.95301818847656,40.76689910888672,1,N,-73.99128723144531,40.74974060058594,1,14.0,0.0,0.5,2.96,0.0,0.3,17.76
2,2016-03-10 07:07:36,2016-03-10 07:31:09,2,-73.97376251220702,40.755176544189446,1,N,-73.86509704589844,40.77057647705078,2,32.5,0.0,0.5,0.0,5.54,0.3,38.84
2,2016-03-10 07:07:36,2016-03-10 07:12:07,1,-73.93955993652342,40.80514907836913,1,N,-73.94902801513672,40.793548583984375,1,5.5,0.0,0.5,1.0,0.0,0.3,7.3
2,2016-03-10 07:07:37,2016-03-10 07:44:36,1,-73.86629486083984,40.771183013916016,1,N,-73.97476196289062,40.75888442993164,1,39.0,0.0,0.5,9.07,5.54,0.3,54.41
2,2016-03-10 07:07:37,2016-03-10 07:20:07,1,-74.0066909790039,40.7312889099121,1,N,-73.97503662109375,40.741641998291016,2,11.5,0.0,0.5,0.0,0.0,0.3,12.3
2,2016-03-10 07:07:39,2016-03-10 07:12:37,2,-73.96524810791014,40.75933074951172,1,N,-73.96145629882812,40.76824951171875,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56
2,2016-03-10 07:07:39,2016-03-10 07:11:27,1,-73.97894287109375,40.740631103515625,1,N,-73.9897232055664,40.73841094970703,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96
2,2016-03-10 07:07:39,2016-03-10 07:12:46,1,-73.9768829345703,40.755908966064446,1,N,-73.98663330078125,40.76023864746094,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
2,2016-03-10 07:07:39,2016-03-10 08:08:26,1,-73.78180694580078,40.64484786987305,2,N,-73.98865509033203,40.728965759277344,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34
2,2016-03-10 07:07:40,2016-03-10 07:21:19,1,-73.98577117919923,40.746768951416016,1,N,-74.01463317871094,40.71445083618164,1,12.5,0.0,0.5,1.5,0.0,0.3,14.8
2,2016-03-10 07:07:40,2016-03-10 07:13:55,4,-74.0045166015625,40.73793029785156,1,N,-73.98336791992188,40.75558090209961,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96
2,2016-03-10 07:07:40,2016-03-10 07:14:55,1,-73.96192932128906,40.755619049072266,1,N,-73.9775390625,40.758159637451165,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
2,2016-03-10 07:07:40,2016-03-10 07:10:50,5,-73.94300079345702,40.81669235229492,1,N,-73.94786834716798,40.823638916015625,1,4.5,0.0,0.5,0.0,0.0,0.3,5.3
2,2016-03-10 07:07:41,2016-03-10 07:13:02,2,-73.99365997314453,40.75187301635742,1,N,-73.98072052001953,40.75435256958008,1,6.0,0.0,0.5,1.7,0.0,0.3,8.5
2,2016-03-10 07:07:42,2016-03-10 07:19:45,1,-73.96914672851561,40.75398635864258,1,N,-73.9908447265625,40.75572967529297,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36
2,2016-03-10 07:07:42,2016-03-10 07:18:34,1,-73.8434066772461,40.721412658691406,1,N,-73.86468505859375,40.770240783691406,1,15.0,0.0,0.5,0.0,0.0,0.3,15.8
2,2016-03-10 07:07:42,2016-03-10 07:13:32,3,-73.9912109375,40.75542831420898,1,N,-73.98193359375,40.75189971923828,1,5.5,0.0,0.5,1.2,0.0,0.3,7.5
2,2016-03-10 07:07:42,2016-03-10 07:11:05,1,-73.97464752197266,40.76503372192384,1,N,-73.9697036743164,40.76611328125,1,4.0,0.0,0.5,1.44,0.0,0.3,6.24
2,2016-03-10 07:07:42,2016-03-10 07:15:30,5,-73.98673248291014,40.75126647949219,1,N,-73.9710235595703,40.759033203125,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96
2,2016-03-10 07:07:42,2016-03-10 07:18:45,2,-73.97418975830078,40.64440536499024,1,N,-73.95116424560547,40.6672477722168,1,10.5,0.0,0.5,1.5,0.0,0.3,12.8
2,2016-03-10 07:07:43,2016-03-10 07:18:41,1,-73.98481750488281,40.769561767578125,1,N,-73.97756958007811,40.75387954711913,1,11.0,0.0,0.5,3.54,0.0,0.3,15.34
2,2016-03-10 07:07:43,2016-03-10 07:19:43,1,-73.99247741699219,40.72434616088867,1,N,-73.9758071899414,40.75510025024414,1,11.0,0.0,0.5,2.36,0.0,0.3,14.16
2,2016-03-10 07:07:44,2016-03-10 07:12:48,1,-73.95551300048828,40.7676010131836,1,N,-73.96389007568358,40.76795959472656,1,5.0,0.0,0.5,1.45,0.0,0.3,7.25
2,2016-03-10 07:07:44,2016-03-10 07:12:14,1,-73.99114990234375,40.75558853149414,1,N,-73.97765350341797,40.76036834716797,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56
2,2016-03-10 07:07:45,2016-03-10 07:12:33,1,-73.99601745605469,40.7263069152832,1,N,-74.0071563720703,40.71463394165039,1,6.0,0.0,0.5,2.2,0.0,0.3,9.0
2,2016-03-10 07:07:45,2016-03-10 07:13:29,1,-73.98974609375,40.73579788208008,1,N,-73.97745513916014,40.7509765625,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
2,2016-03-10 07:07:46,2016-03-10 07:20:04,5,-73.99889373779298,40.744731903076165,1,N,-74.01410675048828,40.714168548583984,1,12.0,0.0,0.5,1.5,0.0,0.3,14.3
2,2016-03-10 07:07:46,2016-03-10 07:50:28,1,-73.9902114868164,40.68706512451172,1,N,-73.78357696533203,40.64369583129882,1,42.5,0.0,0.5,8.66,0.0,0.3,51.96
2,2016-03-10 07:07:48,2016-03-10 07:17:46,1,-73.98023986816406,40.73904037475586,1,N,-73.99152374267578,40.748779296875,1,8.5,0.0,0.5,1.0,0.0,0.3,10.3
2,2016-03-10 07:07:49,2016-03-10 07:15:37,1,-73.97955322265625,40.77603149414063,1,N,-73.95697784423827,40.78340911865234,1,8.5,0.0,0.5,0.93,0.0,0.3,10.23
2,2016-03-10 07:07:49,2016-03-10 07:28:08,1,-73.98087310791014,40.78459930419922,1,N,-73.99835968017578,40.723270416259766,1,19.0,0.0,0.5,2.2,0.0,0.3,22.0
2,2016-03-10 07:07:49,2016-03-10 07:10:53,3,-73.9761962890625,40.744659423828125,1,N,-73.98403930664062,40.73360824584961,1,5.0,0.0,0.5,1.0,0.0,0.3,6.8
2,2016-03-10 07:07:50,2016-03-10 07:10:28,1,-73.97737884521484,40.75585174560546,1,N,-73.97226715087889,40.76242065429688,1,4.0,0.0,0.5,1.44,0.0,0.3,6.24
2,2016-03-10 07:07:50,2016-03-10 07:10:12,6,-74.0078582763672,40.71548080444336,1,N,-74.00929260253906,40.72071075439453,1,4.0,0.0,0.5,0.96,0.0,0.3,5.76
2,2016-03-10 07:07:51,2016-03-10 07:32:23,1,-73.95033264160156,40.7415885925293,2,N,-73.77632904052734,40.64569854736328,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
2,2016-03-10 07:07:52,2016-03-10 07:12:10,1,-73.98091125488281,40.7817611694336,1,N,-73.98728942871094,40.77030944824219,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56
2,2016-03-10 07:07:52,2016-03-10 07:27:56,3,-73.97394561767578,40.79216384887695,1,N,-73.9778594970703,40.75714111328125,2,15.5,0.0,0.5,0.0,0.0,0.3,16.3
2,2016-03-10 07:07:53,2016-03-10 07:28:17,1,-73.97785186767578,40.76098251342773,1,N,-73.94597625732422,40.78163146972656,1,15.5,0.0,0.5,4.89,0.0,0.3,21.19
2,2016-03-10 07:07:53,2016-03-10 07:20:33,1,-73.99388885498048,40.75157928466797,1,N,-73.95932006835938,40.769309997558594,1,11.5,0.0,0.5,1.0,0.0,0.3,13.3
2,2016-03-10 07:07:53,2016-03-10 07:26:47,2,-73.97124481201173,40.79698181152344,1,N,-73.99464416503906,40.750335693359375,1,18.0,0.0,0.5,4.7,0.0,0.3,23.5
2,2016-03-10 07:07:54,2016-03-10 07:27:55,1,-73.99005126953125,40.75591659545898,1,N,-73.97711181640625,40.73638534545898,2,14.5,0.0,0.5,0.0,0.0,0.3,15.3
2,2016-03-10 07:07:54,2016-03-10 07:11:32,3,-73.96605682373048,40.7583465576172,1,N,-73.97003173828125,40.76454162597656,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36
2,2016-03-10 07:07:54,2016-03-10 07:21:15,2,-73.94136047363281,40.7877197265625,1,N,-73.9630126953125,40.80406951904297,1,10.5,0.0,0.5,0.0,0.0,0.3,11.3
2,2016-03-10 07:07:54,2016-03-10 07:14:18,5,-73.95558929443358,40.777000427246094,1,N,-73.95558929443358,40.765979766845696,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
2,2016-03-10 07:07:54,2016-03-10 07:17:08,5,-73.9607162475586,40.77515411376953,1,N,-73.97476959228516,40.75583267211913,1,9.0,0.0,0.5,1.5,0.0,0.3,11.3
2,2016-03-10 07:07:55,2016-03-10 07:15:53,1,-73.95775604248048,40.769878387451165,1,N,-73.9748306274414,40.752567291259766,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
2,2016-03-10 07:07:55,2016-03-10 07:19:53,1,-73.98946380615233,40.747657775878906,1,N,-74.00079345703125,40.71794128417969,1,11.0,0.0,0.5,2.95,0.0,0.3,14.75
2,2016-03-10 07:07:56,2016-03-10 07:28:27,1,-73.9940185546875,40.751258850097656,1,N,-73.9534912109375,40.80176162719727,1,17.0,0.0,0.5,3.56,0.0,0.3,21.36
2,2016-03-10 07:07:56,2016-03-10 07:18:00,1,-73.99329376220702,40.73647689819336,1,N,-73.97569274902342,40.75480270385742,1,10.0,0.0,0.5,1.5,0.0,0.3,12.3
2,2016-03-10 07:07:56,2016-03-10 07:22:02,1,-73.98322296142578,40.76340866088867,1,N,-73.95521545410156,40.7658805847168,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56
2,2016-03-10 07:07:57,2016-03-10 07:11:56,1,-74.0028076171875,40.70663070678711,1,N,-74.01109313964845,40.70354843139648,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
2,2016-03-10 07:07:57,2016-03-10 07:28:58,1,-73.9711685180664,40.782901763916016,1,N,-74.01410675048828,40.71413040161133,1,21.5,0.0,0.5,4.46,0.0,0.3,26.76
